,loan_amnt,term,int_rate,installment,sub_grade,emp_length,home_ownership,annual_inc,purpose,addr_state,dti,delinq_2yrs,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,acc_now_delinq,delinq_amnt,collections_12_mths_ex_med,application_type,credit_hist_years,prediction,cagr
1281226,4200.0,0,17.57,150.94,1,10,0,59086.0,1,9,12.41,0.0,674.0,0.0,6.0,1.0,5590.0,25.1,9.0,0.0,0.0,0.0,0,14.8,0.025135577000000003,0.08765328912965664
1814129,2000.0,0,17.56,71.87,0,10,3,120000.0,9,32,11.78,1.0,674.0,1.0,11.0,0.0,116980.0,95.7,25.0,0.0,0.0,0.0,0,17.2,0.028767765,0.06749523295499871
1212002,3600.0,0,20.2,134.16,7,10,0,115000.0,6,23,20.36,0.0,679.0,1.0,14.0,0.0,22101.0,82.2,34.0,0.0,0.0,0.0,0,25.7,0.02903995,0.10276820206909344
1887606,2200.0,0,21.49,83.44,7,10,0,74958.0,9,7,10.31,1.0,664.0,0.0,8.0,0.0,4467.0,89.3,21.0,0.0,0.0,0.0,0,9.4,0.027466595,0.10938910501967647
1199132,4800.0,0,16.29,169.45,1,5,0,90000.0,1,4,16.85,0.0,664.0,1.0,13.0,1.0,5797.0,56.8,44.0,0.0,0.0,0.0,0,14.8,0.025773317,0.06356302683645176
1793477,2000.0,0,21.7,76.08,6,10,0,58500.0,2,44,19.06,2.0,699.0,1.0,5.0,0.0,1588.0,69.0,13.0,0.0,0.0,0.0,0,18.2,0.02700764,0.11042726151158266
1806021,1000.0,0,24.5,39.5,12,10,0,80000.0,2,32,17.67,4.0,674.0,1.0,9.0,0.0,2390.0,22.8,16.0,0.0,0.0,0.0,0,23.4,0.026107222000000003,0.12446111434089158
1842603,5000.0,0,18.49,182.0,1,9,0,120000.0,1,6,32.79,2.0,664.0,0.0,15.0,0.0,40259.0,79.7,37.0,0.0,0.0,0.0,0,19.8,0.026736021000000002,0.08953828325206857
1291612,3500.0,0,19.99,130.06,5,10,0,65000.0,9,14,6.0,0.0,684.0,0.0,8.0,0.0,9194.0,77.9,16.0,0.0,0.0,0.0,0,14.8,0.027785867000000002,0.1018388687501448
1914990,24000.0,0,18.49,873.57,1,8,0,230000.0,2,37,18.87,2.0,684.0,0.0,18.0,0.0,21417.0,88.1,42.0,0.0,0.0,0.0,0,21.8,0.025023311,0.09428208320069233
1894844,30000.0,0,19.72,1110.64,4,6,0,250000.0,2,4,16.53,0.0,699.0,1.0,19.0,0.0,63625.0,93.0,29.0,0.0,0.0,0.0,0,41.9,0.025046497999999997,-0.09578044485766857
1621561,4000.0,0,15.62,139.88,0,3,0,60000.0,2,20,10.82,0.0,664.0,0.0,11.0,0.0,4746.0,83.3,17.0,0.0,0.0,0.0,0,23.8,0.02700138,-0.2505915776071799
1130847,2400.0,0,20.99,90.41,8,5,0,14400.0,1,4,21.25,0.0,674.0,1.0,5.0,0.0,6724.0,80.0,11.0,0.0,0.0,0.0,0,25.4,0.025683075,0.10655554328111494
1857282,2500.0,0,18.49,91.0,1,5,0,36000.0,1,3,19.23,0.0,679.0,1.0,23.0,0.0,8532.0,89.8,48.0,0.0,0.0,0.0,0,7.1,0.025458038,0.024005777962189168
1820620,6000.0,0,18.25,217.67,1,6,0,70000.0,11,14,19.94,0.0,669.0,0.0,6.0,0.0,6930.0,83.5,24.0,0.0,0.0,0.0,0,14.8,0.02601403,0.09230348297860493
1758905,9000.0,0,17.57,323.44,1,6,0,110000.0,2,29,13.05,1.0,679.0,1.0,18.0,0.0,54961.0,85.7,39.0,0.0,0.0,0.0,0,21.1,0.025689155,0.08963429026922975
1884162,2500.0,0,19.05,91.71,3,5,4,93730.0,7,41,17.67,3.0,664.0,0.0,14.0,0.0,21302.0,78.5,30.0,0.0,0.0,0.0,0,18.7,0.027377218,-0.1465487494764708
1197035,3900.0,0,16.99,139.03,2,10,0,63000.0,2,4,21.54,1.0,674.0,0.0,12.0,0.0,3113.0,31.4,39.0,0.0,0.0,0.0,0,34.4,0.025922537000000002,0.08670182342014199
1155668,3475.0,0,15.61,121.51,0,5,0,220000.0,2,32,7.2,7.0,664.0,0.0,5.0,1.0,2281.0,52.0,27.0,0.0,0.0,0.0,0,28.1,0.02754888,-0.4768977744613183
1270122,3000.0,0,17.57,107.82,3,10,4,360000.0,12,10,2.78,0.0,714.0,1.0,4.0,0.0,1705.0,65.6,10.0,0.0,0.0,0.0,0,13.5,0.02579856,0.04003882991115759
1341860,3000.0,0,16.99,106.95,0,10,0,70000.0,2,10,29.73,0.0,674.0,1.0,20.0,0.0,24399.0,70.5,31.0,0.0,0.0,0.0,0,13.4,0.025494932999999997,0.08324185943054553
1251796,7000.0,0,16.29,247.11,1,10,0,155500.0,9,4,9.3,2.0,674.0,1.0,11.0,0.0,98455.0,77.8,29.0,0.0,0.0,0.0,0,21.7,0.026284516,0.06040110945107392
1211518,3000.0,0,23.43,116.81,10,1,0,116000.0,9,20,14.46,0.0,674.0,2.0,10.0,0.0,33191.0,84.0,17.0,0.0,0.0,0.0,0,14.0,0.025411844,-0.4204250703343202
1871762,4200.0,0,19.72,155.49,4,2,3,35000.0,9,4,9.29,2.0,694.0,1.0,6.0,0.0,2890.0,39.1,26.0,0.0,0.0,0.0,0,22.4,0.025213152000000003,0.09802808207850157
1250472,3500.0,0,22.15,133.94,9,7,4,80000.0,2,32,3.78,0.0,704.0,0.0,5.0,0.0,6920.0,85.4,9.0,0.0,0.0,0.0,0,24.3,0.026454031,0.10000314835777367
1854901,5000.0,0,20.49,187.07,5,10,3,75000.0,11,9,7.39,0.0,674.0,0.0,8.0,0.0,6993.0,102.8,27.0,0.0,0.0,0.0,0,12.5,0.025917917000000002,0.08318788316812364
1869959,1250.0,0,21.49,47.41,7,4,4,65000.0,9,41,15.5,0.0,679.0,0.0,9.0,0.0,7405.0,58.8,26.0,0.0,0.0,0.0,0,34.0,0.025138407999999998,-0.11174097862670852
1283270,5725.0,0,19.47,211.22,4,10,0,60000.0,2,33,7.08,0.0,674.0,0.0,9.0,0.0,7347.0,98.0,29.0,0.0,0.0,0.0,0,19.4,0.025811492999999998,0.07831758545292122
1856551,4800.0,0,18.49,174.72,1,1,4,122500.0,7,4,9.49,0.0,674.0,0.0,8.0,0.0,9780.0,86.5,28.0,0.0,0.0,0.0,0,21.7,0.026752800000000004,0.028367285748071458
1202646,3000.0,0,20.2,111.8,7,8,0,80000.0,8,22,9.53,4.0,679.0,0.0,9.0,1.0,1962.0,51.6,22.0,0.0,0.0,0.0,0,18.0,0.027103692000000002,-0.06497726613084598
1333869,3000.0,0,18.25,108.84,2,10,0,104000.0,2,26,17.19,1.0,699.0,1.0,12.0,0.0,22172.0,88.0,34.0,0.0,0.0,0.0,0,15.3,0.029066086,0.09306430086060936
1935163,10000.0,0,16.77,355.39,1,10,0,115000.0,2,26,10.88,0.0,669.0,0.0,12.0,0.0,13507.0,85.5,38.0,0.0,0.0,0.0,0,16.7,0.0252043,0.0855902979702341
1839979,6000.0,0,18.75,219.18,2,1,4,130000.0,9,4,13.21,0.0,729.0,1.0,10.0,0.0,14212.0,78.1,27.0,0.0,0.0,0.0,0,19.9,0.026269495,0.09559332089509852
1202306,3000.0,0,15.61,104.9,0,0,0,90000.0,2,41,13.77,1.0,709.0,0.0,13.0,0.0,16965.0,52.9,41.0,0.0,0.0,0.0,0,35.9,0.02729559,0.07936587481078039
1786539,10675.0,0,18.55,388.88,1,10,0,150000.0,2,21,8.71,0.0,674.0,0.0,13.0,0.0,14592.0,74.4,31.0,0.0,0.0,0.0,0,24.0,0.025910199,0.09442538063919503
1223117,3975.0,0,20.99,149.74,8,10,4,100000.0,2,21,10.73,2.0,664.0,1.0,8.0,0.0,3051.0,95.6,12.0,0.0,0.0,0.0,0,15.8,0.026526212999999996,0.10801734540927543
1847365,1200.0,0,21.49,45.52,7,3,0,60000.0,12,9,2.98,0.0,699.0,1.0,3.0,0.0,4798.0,66.6,5.0,0.0,0.0,0.0,0,3.5,0.025760561,0.10936620122349017
1650379,7500.0,0,15.05,260.19,3,1,0,234600.0,9,4,15.01,0.0,674.0,0.0,21.0,0.0,82153.0,88.1,45.0,0.0,0.0,0.0,0,20.6,0.025922596000000003,0.07434868740676315
1201966,3600.0,0,20.2,134.16,7,6,4,105000.0,9,17,14.07,2.0,679.0,1.0,10.0,0.0,13798.0,83.1,18.0,0.0,0.0,0.0,0,11.8,0.02602607,0.03995116744195682
1820976,6000.0,0,18.25,217.67,1,7,0,80000.0,2,41,21.9,0.0,704.0,1.0,6.0,0.0,1292.0,76.0,22.0,0.0,0.0,0.0,0,9.2,0.025571376,0.043746013198503235
1205813,3825.0,0,15.61,133.75,0,9,0,59000.0,2,14,9.46,1.0,669.0,1.0,7.0,1.0,1927.0,62.2,22.0,0.0,0.0,0.0,0,17.8,0.026312232,0.07017203596199327
1292524,1500.0,0,18.92,54.93,3,2,4,104000.0,12,45,9.74,0.0,674.0,0.0,12.0,0.0,25734.0,96.4,33.0,0.0,0.0,0.0,0,20.5,0.027737527999999997,0.09000121575863429
1871604,4400.0,0,18.49,160.16,1,10,0,35000.0,1,4,13.92,0.0,669.0,1.0,8.0,1.0,11655.0,73.3,30.0,0.0,0.0,0.0,0,30.1,0.026693761,0.0326259672359388
1214259,8000.0,0,15.61,279.72,0,10,0,180000.0,1,33,15.35,1.0,684.0,0.0,28.0,0.0,33062.0,99.0,60.0,0.0,0.0,0.0,0,15.5,0.025390416000000002,0.07632049519326523
1202158,3825.0,0,18.99,140.19,5,8,0,60000.0,2,46,9.34,0.0,669.0,0.0,10.0,0.0,6676.0,72.6,20.0,0.0,0.0,0.0,0,9.9,0.02576223,0.06808532640756249
1868257,6000.0,0,19.05,220.09,3,9,3,61000.0,9,41,16.35,2.0,689.0,0.0,9.0,0.0,11359.0,76.7,18.0,0.0,0.0,0.0,0,31.9,0.025048137,0.09710605914241399
1802033,2500.0,0,20.31,93.31,4,10,0,90000.0,7,35,7.37,2.0,679.0,1.0,6.0,1.0,8257.0,86.0,20.0,0.0,0.0,0.0,0,20.4,0.02994603,0.10358982655019487
1332986,3600.0,0,16.99,128.34,0,10,0,66000.0,2,41,9.75,0.0,689.0,0.0,5.0,0.0,2923.0,97.4,6.0,0.0,0.0,0.0,0,10.3,0.026757747000000002,0.0854441422882688
1861220,2500.0,0,19.05,91.71,3,8,4,70000.0,7,41,28.92,0.0,704.0,0.0,10.0,0.0,8013.0,83.5,27.0,0.0,0.0,0.0,0,19.8,0.025207132,0.03357425422488691
1783973,2000.0,0,19.2,73.52,2,2,0,112450.0,4,45,9.55,1.0,699.0,1.0,10.0,0.0,6219.0,61.0,26.0,0.0,0.0,0.0,0,13.4,0.028181046,0.033791911155281795
1639797,4800.0,0,15.58,167.77,2,10,0,87000.0,10,32,22.3,0.0,689.0,1.0,25.0,0.0,43303.0,81.2,38.0,0.0,0.0,0.0,0,11.8,0.025827377999999998,0.07957427880394863
1263037,2400.0,0,15.61,83.92,0,8,0,55000.0,12,41,14.6,0.0,689.0,0.0,8.0,0.0,13190.0,61.1,12.0,0.0,0.0,0.0,0,10.1,0.025003523,0.053838307607477986
1320915,3500.0,0,17.57,125.78,1,1,0,40466.53,6,31,10.65,0.0,664.0,1.0,10.0,0.0,7016.0,63.8,26.0,0.0,0.0,0.0,0,31.1,0.025815308,0.08130718792004821
1769705,2875.0,0,17.76,103.6,0,10,0,72000.0,2,10,12.67,1.0,699.0,1.0,20.0,1.0,16035.0,40.7,33.0,0.0,0.0,0.0,0,15.0,0.026564777,-0.021490413571113032
1170550,2100.0,0,17.57,75.47,3,10,0,73000.0,9,46,2.75,0.0,664.0,1.0,4.0,1.0,997.0,51.0,8.0,0.0,0.0,0.0,0,18.7,0.026421815,0.035762910349492534
1847329,1400.0,0,21.0,52.75,6,0,3,106000.0,11,4,3.2,1.0,694.0,0.0,6.0,0.0,5617.0,55.6,27.0,0.0,0.0,0.0,0,29.2,0.027822375,0.1069137240693434
1624198,5000.0,0,15.62,174.85,0,0,3,75000.0,4,32,15.9,1.0,669.0,0.0,14.0,0.0,17630.0,77.0,25.0,0.0,0.0,0.0,0,33.3,0.026353836000000002,0.07976989599215689
1293626,5000.0,0,19.47,184.48,4,8,0,60000.0,2,26,12.5,0.0,669.0,1.0,9.0,1.0,15612.0,79.2,26.0,0.0,0.0,0.0,0,14.1,0.02535525,0.0992180018767368
1890829,2500.0,0,19.72,92.56,4,2,4,66000.0,1,4,20.1,0.0,664.0,1.0,12.0,0.0,14278.0,86.0,18.0,0.0,0.0,0.0,0,7.7,0.025414317999999998,0.10047408335073003
1633917,4000.0,0,14.83,138.33,2,5,4,67200.0,8,4,22.09,0.0,684.0,1.0,8.0,0.0,7900.0,98.7,31.0,0.0,0.0,0.0,0,19.1,0.025340885,0.05996602660564565
1860710,4000.0,0,18.75,146.12,2,10,0,70000.0,1,33,5.76,0.0,689.0,1.0,6.0,0.0,15565.0,61.8,13.0,0.0,0.0,0.0,0,13.6,0.027216196,0.09559332076400427
1281574,2375.0,0,25.57,95.15,14,7,0,94000.0,9,43,6.38,3.0,684.0,0.0,8.0,0.0,8639.0,69.1,18.0,1.0,436.0,0.0,0,36.9,0.027417094,0.1298199113694396
1235300,1600.0,0,15.61,55.95,0,2,3,62000.0,9,29,13.38,0.0,669.0,0.0,11.0,1.0,5070.0,52.3,28.0,0.0,0.0,0.0,0,17.1,0.025630057,0.041275017209173814
1923464,2200.0,0,18.25,79.82,2,10,4,89725.0,7,29,9.31,0.0,664.0,0.0,4.0,0.0,1933.0,88.6,21.0,0.0,0.0,0.0,0,17.5,0.02748543,0.08926318521325728
1832179,3600.0,0,23.28,139.89,11,10,0,89200.0,9,20,22.57,0.0,664.0,0.0,8.0,1.0,1784.0,93.9,10.0,0.0,0.0,0.0,0,4.9,0.026947618,0.11836130781776764
1162057,5300.0,0,15.61,185.32,0,1,0,90000.0,2,6,10.62,0.0,684.0,1.0,6.0,0.0,1976.0,42.0,29.0,0.0,0.0,1.0,0,36.8,0.02595836,0.07855302154805767
1296975,2600.0,0,18.92,95.21,3,10,0,65000.0,2,41,9.18,0.0,714.0,1.0,13.0,0.0,15762.0,76.5,25.0,0.0,0.0,0.0,0,10.8,0.027481169,0.07069697553279197
1243480,3850.0,0,15.61,134.62,0,3,0,105000.0,4,36,8.24,0.0,664.0,1.0,9.0,1.0,8181.0,72.4,25.0,0.0,0.0,0.0,0,26.8,0.02901584,0.07971608511986195
1807534,4000.0,0,20.8,150.29,5,5,4,138625.0,7,43,17.63,0.0,709.0,1.0,7.0,0.0,28112.0,98.3,22.0,0.0,0.0,0.0,0,27.9,0.027199656000000003,0.10600788681336204
1849261,2425.0,0,18.49,88.27,1,10,0,78000.0,2,29,16.51,0.0,694.0,1.0,16.0,0.0,20147.0,95.9,25.0,0.0,0.0,0.0,0,10.8,0.027786225,-0.25662373288097073
1864790,4200.0,0,17.77,151.36,0,5,4,100000.0,2,4,2.91,0.0,684.0,0.0,3.0,0.0,3499.0,97.2,3.0,0.0,0.0,0.0,0,18.3,0.026851535,-0.11239105760440048
1205418,1500.0,0,23.43,58.41,10,7,0,72000.0,7,32,6.03,0.0,664.0,0.0,6.0,0.0,5741.0,94.1,10.0,0.0,0.0,0.0,0,13.9,0.027246177000000003,0.12195051477628938
1806220,7200.0,0,21.15,271.82,6,10,0,155400.0,9,43,18.14,4.0,664.0,1.0,7.0,0.0,2944.0,65.4,39.0,0.0,0.0,1.0,0,38.6,0.025366037999999997,0.07526724521723582
1619626,2000.0,0,15.62,69.94,0,4,0,52000.0,2,9,5.84,0.0,664.0,1.0,8.0,0.0,4915.0,71.2,11.0,0.0,0.0,0.0,0,4.8,0.025592893,0.0797707560988612
1830626,3000.0,0,19.52,110.76,3,3,0,101000.0,2,41,30.38,0.0,674.0,1.0,11.0,0.0,18199.0,79.5,33.0,0.0,0.0,0.0,0,22.5,0.028170466,0.02065071654751449
1297400,1500.0,0,23.43,58.41,10,10,4,63790.33,12,38,9.88,0.0,664.0,0.0,7.0,0.0,8374.0,81.3,21.0,0.0,0.0,0.0,0,16.2,0.02548775,0.11879774082720185
1621530,4000.0,0,16.49,141.6,2,5,0,25344.0,9,4,5.45,1.0,664.0,0.0,4.0,0.0,3321.0,87.4,7.0,0.0,0.0,0.0,0,15.8,0.025757015,-0.11071555220871887
1241551,3000.0,0,15.61,104.9,0,10,0,33500.0,2,9,8.1,0.0,719.0,0.0,5.0,0.0,14399.0,64.6,13.0,0.0,0.0,0.0,0,15.8,0.025307655,-0.21187684049141964
1270075,3000.0,0,18.24,108.82,4,5,0,110000.0,9,14,15.67,0.0,669.0,0.0,19.0,1.0,20599.0,90.7,27.0,0.0,0.0,0.0,0,19.9,0.029258907,0.005041210161340404
1812476,4000.0,0,19.52,147.68,3,3,3,60000.0,2,29,14.0,0.0,684.0,1.0,7.0,0.0,4607.0,73.1,24.0,0.0,0.0,0.0,0,10.8,0.026546836,0.09077967951420596
1798340,1800.0,0,21.7,68.47,6,3,4,120000.0,9,32,8.39,0.0,669.0,1.0,8.0,1.0,2536.0,40.9,46.0,0.0,0.0,0.0,0,23.9,0.02576223,0.09501879970929483
1840262,5000.0,0,19.05,183.41,3,10,0,130000.0,12,4,15.12,0.0,679.0,2.0,15.0,0.0,37479.0,78.2,57.0,0.0,0.0,0.0,0,17.3,0.025652617000000003,0.01531988735417733
1781814,3500.0,0,20.2,130.43,4,9,3,71232.0,0,26,12.57,0.0,729.0,0.0,10.0,2.0,4573.0,31.1,27.0,0.0,0.0,0.0,0,15.1,0.026902497,0.06870320248632368
1630320,5000.0,0,17.51,179.54,8,1,3,110000.0,2,41,6.41,1.0,669.0,0.0,4.0,0.0,16365.0,99.2,23.0,0.0,0.0,0.0,0,15.2,0.027042508,0.0872176704845542
1342988,5000.0,0,19.22,183.84,3,0,0,64000.0,4,41,5.4,0.0,684.0,1.0,5.0,1.0,4441.0,76.6,12.0,0.0,0.0,0.0,0,8.8,0.025959343,-0.01966483767145022
1857851,3200.0,0,17.77,115.32,0,1,3,55000.0,1,32,11.69,0.0,679.0,1.0,7.0,0.0,10906.0,74.2,10.0,0.0,0.0,0.0,0,19.9,0.02672869,0.058777785541530125
1925421,20000.0,0,19.22,735.35,4,2,0,120000.0,2,41,4.69,0.0,669.0,1.0,6.0,0.0,14280.0,83.5,10.0,0.0,0.0,0.0,0,21.8,0.025205016,0.09849518751723862
1167819,4000.0,0,15.61,139.86,0,10,0,85000.0,11,40,32.1,0.0,684.0,1.0,27.0,0.0,15364.0,47.4,33.0,0.0,0.0,0.0,0,31.4,0.025502175,-0.2300888391694711
1842375,4200.0,0,23.63,163.97,12,5,4,86000.0,8,4,12.36,0.0,679.0,0.0,5.0,0.0,7223.0,95.0,8.0,0.0,0.0,0.0,0,14.4,0.025369733999999998,-0.1511973798996319
1151232,5900.0,0,18.99,216.25,5,10,3,83000.0,4,36,17.22,0.0,699.0,1.0,16.0,0.0,5202.0,75.4,44.0,0.0,0.0,0.0,0,14.5,0.025304794,0.09620273879953767
1768342,6250.0,0,18.55,227.69,1,5,0,120000.0,2,26,10.72,0.0,709.0,1.0,10.0,0.0,38653.0,60.8,18.0,0.0,0.0,0.0,0,10.5,0.025346756,0.09458019817150333
1759687,2500.0,0,18.25,90.7,2,10,0,50000.0,4,15,15.82,0.0,664.0,0.0,8.0,0.0,26685.0,99.9,17.0,0.0,0.0,0.0,0,19.3,0.026999354,0.09314471707551686
1768989,4500.0,0,18.55,163.94,1,10,3,29000.0,9,41,10.22,0.0,664.0,0.0,5.0,1.0,6151.0,70.7,9.0,0.0,0.0,0.0,0,19.6,0.025354922000000002,0.09457788623780816
1349008,8000.0,0,18.25,290.23,2,4,0,200000.0,2,33,14.41,1.0,664.0,1.0,13.0,0.0,60235.0,85.7,28.0,0.0,0.0,0.0,0,14.2,0.025496662000000003,0.0933687955764082
1342110,4000.0,0,19.22,147.07,3,1,0,55000.0,2,32,5.5,0.0,669.0,1.0,12.0,0.0,3104.0,54.5,22.0,0.0,0.0,0.0,0,20.1,0.026586622,-0.2985878846004424
1313662,3575.0,0,18.92,130.91,3,3,0,38000.0,2,34,14.34,1.0,664.0,0.0,8.0,0.0,2112.0,96.0,13.0,0.0,0.0,0.0,0,8.8,0.025731534,0.06812452417817094
1782131,3000.0,0,21.0,113.03,5,10,0,95000.0,2,4,7.64,0.0,669.0,1.0,10.0,1.0,4090.0,50.5,36.0,0.0,0.0,0.0,0,14.8,0.027357489,0.08207211539712311
1880366,3000.0,0,18.49,109.2,1,8,4,120000.0,7,32,13.42,0.0,679.0,1.0,11.0,0.0,29240.0,90.2,18.0,0.0,0.0,0.0,0,12.0,0.026484936,0.09427800887037097
1858375,2750.0,0,17.77,99.11,0,8,0,50000.0,2,35,3.02,0.0,674.0,0.0,3.0,1.0,5802.0,67.7,7.0,0.0,0.0,0.0,0,12.3,0.025182337000000003,0.0906380067169812
1852420,5000.0,0,21.98,190.91,8,10,4,100000.0,12,29,4.81,0.0,709.0,1.0,2.0,0.0,24694.0,99.6,9.0,0.0,0.0,0.0,0,19.6,0.025493711000000002,0.10933650795493954
1786820,4000.0,0,18.55,145.72,1,10,0,51000.0,9,4,22.89,0.0,689.0,0.0,12.0,0.0,28947.0,71.5,22.0,0.0,0.0,0.0,0,8.1,0.025965065,0.05498207572830238
1807524,23675.0,0,19.52,874.07,3,4,0,250000.0,4,10,15.37,1.0,704.0,0.0,12.0,0.0,17027.0,87.3,29.0,0.0,0.0,0.0,0,32.9,0.025145112999999997,0.09598824919132508
1881245,2200.0,0,19.05,80.7,3,6,0,70000.0,9,47,11.31,0.0,689.0,0.0,8.0,0.0,3088.0,68.6,25.0,0.0,0.0,0.0,0,11.2,0.027654587999999997,0.0200935451819928
1173827,4800.0,0,17.57,172.5,3,10,0,80000.0,9,1,33.03,1.0,684.0,1.0,14.0,0.0,45373.0,93.7,39.0,0.0,0.0,0.0,0,29.1,0.02564162,0.01602717405670928
1347580,2000.0,0,17.57,71.88,1,2,3,80000.0,2,41,23.99,0.0,669.0,1.0,10.0,0.0,14481.0,96.5,33.0,0.0,0.0,0.0,0,12.4,0.025546461,-0.2334919462761633
1244373,7000.0,0,16.99,249.54,2,10,0,120000.0,4,4,10.45,0.0,684.0,0.0,9.0,0.0,22906.0,93.1,27.0,0.0,0.0,0.0,0,26.8,0.026516200000000004,0.08670225910301066
1205619,3600.0,0,16.99,128.34,2,10,0,52000.0,4,46,16.52,0.0,709.0,1.0,9.0,0.0,9777.0,84.3,16.0,0.0,0.0,0.0,0,20.4,0.026703954,0.0866980111989255
1905831,6000.0,0,18.49,218.4,1,2,0,150000.0,1,10,24.64,1.0,664.0,1.0,10.0,0.0,77992.0,93.8,25.0,0.0,0.0,0.0,0,17.2,0.026586056,0.09427800901250236
1769807,2725.0,0,21.0,102.67,5,0,4,68000.0,9,32,15.07,1.0,674.0,0.0,11.0,0.0,14387.0,62.8,50.0,0.0,0.0,0.0,0,22.7,0.025609492999999997,0.1069192865850277
1234249,3000.0,0,16.29,105.91,1,7,0,72000.0,9,11,31.33,0.0,689.0,0.0,14.0,0.0,18206.0,74.6,16.0,0.0,0.0,0.0,0,8.8,0.025577067999999998,0.08341448063772683
1843657,3000.0,0,18.49,109.2,1,10,0,53000.0,6,3,26.04,0.0,664.0,1.0,10.0,1.0,19422.0,84.1,20.0,0.0,0.0,0.0,0,14.1,0.025190324,0.09427800889309547
1217819,1600.0,0,17.57,57.5,3,3,0,80000.0,9,41,25.15,7.0,694.0,1.0,12.0,0.0,8229.0,69.2,31.0,0.0,0.0,0.0,0,25.9,0.027075231,0.08963514487659507
1297636,5200.0,0,22.45,199.81,9,10,0,75500.0,9,26,20.12,0.0,704.0,0.0,14.0,0.0,43708.0,91.1,37.0,0.0,0.0,0.0,0,13.8,0.025717676000000002,0.11420455898237793
1328998,6175.0,0,19.99,229.46,5,1,0,78000.0,2,9,14.18,0.0,664.0,1.0,14.0,0.0,19435.0,87.2,22.0,0.0,0.0,0.0,0,27.2,0.025250882000000002,0.1018405735429806
1794746,1000.0,0,23.1,38.77,8,1,4,92600.0,8,4,13.37,0.0,674.0,1.0,7.0,0.0,14960.0,97.8,10.0,0.0,0.0,0.0,0,11.0,0.025433958,0.11082426669536627
1930875,8000.0,0,17.27,286.3,0,10,0,125000.0,6,23,12.77,0.0,669.0,1.0,18.0,0.0,23607.0,74.9,62.0,0.0,0.0,0.0,0,32.7,0.025954515,0.07383444899505487
1299374,1600.0,0,18.92,58.59,3,10,4,56000.0,12,18,22.17,0.0,689.0,1.0,12.0,0.0,23047.0,71.8,23.0,0.0,0.0,0.0,0,18.4,0.02532208,0.04694121137623264
1245654,1600.0,0,18.99,58.65,5,9,0,22000.0,4,21,11.78,0.0,669.0,0.0,12.0,1.0,5751.0,75.7,31.0,0.0,0.0,0.0,0,24.4,0.025918871,0.06550131790657288
1227991,2300.0,0,18.99,84.3,5,0,3,27500.0,6,32,3.93,0.0,669.0,0.0,2.0,0.0,2789.0,71.5,9.0,0.0,0.0,0.0,0,24.5,0.0255875,0.07821682446112899
1804288,3200.0,0,20.31,119.43,4,1,4,70000.0,2,9,8.66,1.0,689.0,1.0,4.0,0.0,2753.0,78.7,7.0,0.0,0.0,0.0,0,10.8,0.025693834,0.060100297671866525
1771050,4000.0,0,23.1,155.05,8,2,0,50000.0,11,39,17.86,0.0,694.0,1.0,11.0,0.0,36103.0,91.2,26.0,0.0,0.0,0.0,0,18.5,0.026503056,-0.0007597437310261633
1341715,2000.0,0,23.4,77.84,9,10,0,66943.92,6,41,25.82,0.0,674.0,0.0,14.0,0.0,16141.0,81.1,22.0,0.0,0.0,0.0,0,13.8,0.02538988,0.11896677422608315
1754717,2500.0,0,24.5,98.74,12,1,0,87000.0,6,6,5.26,0.0,674.0,0.0,5.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0,14.4,0.025107026,0.06911680693881572
1323757,4800.0,0,19.99,178.37,5,3,0,72000.0,4,4,15.25,1.0,669.0,0.0,6.0,0.0,3397.0,89.4,15.0,0.0,0.0,0.0,0,11.4,0.025493323999999998,0.056280151300257535
1812636,1200.0,0,21.15,45.31,6,1,0,63540.0,9,26,22.42,0.0,689.0,1.0,11.0,1.0,57994.0,50.8,30.0,0.0,0.0,0.0,0,13.2,0.025329024,0.06253357831461859
1778670,9600.0,0,17.76,345.91,0,6,0,140000.0,2,4,3.41,0.0,669.0,1.0,10.0,0.0,5783.0,85.0,17.0,0.0,0.0,0.0,0,17.6,0.02570948,0.03895851489080026
1229499,3600.0,0,17.57,129.38,3,9,0,60000.0,9,4,16.46,1.0,704.0,1.0,12.0,0.0,7001.0,26.0,27.0,0.0,0.0,0.0,0,15.8,0.02525729,0.006898056487980364
1345634,4200.0,0,19.97,156.03,4,3,0,95000.0,2,46,8.32,0.0,664.0,1.0,9.0,4.0,1677.0,39.0,22.0,0.0,0.0,0.0,0,18.7,0.028188705,-0.17896328589214694
1809131,1200.0,0,21.6,45.59,7,1,4,90000.0,8,4,13.19,0.0,679.0,1.0,9.0,1.0,13952.0,68.7,20.0,0.0,0.0,0.0,0,11.6,0.025735557000000003,0.07724367631622409
1894547,20000.0,0,18.49,727.98,1,8,0,170000.0,1,14,12.36,2.0,679.0,1.0,18.0,0.0,45231.0,83.3,33.0,0.0,0.0,0.0,0,17.4,0.02542895,0.09428124935201396
1890076,3000.0,0,18.75,109.59,2,10,0,57000.0,9,14,34.84,1.0,684.0,1.0,11.0,0.0,25026.0,73.0,19.0,0.0,0.0,0.0,0,10.8,0.02532798,0.09543748396661812
